"batsman","pacespin","format","batting_team","year","matches","runs","balls","wickets","fours","sixes","sr","bpw","nbsr"
"Khurram Manzoor","Pace","PSL","Quetta Gladiators",2020,1,29,20,1,5,0,145,20,60
"Khurram Manzoor","Spin","PSL","Quetta Gladiators",2020,1,34,20,0,4,1,170,999,80
"Khurram Nawaz","Pace","T20","Oman",2017,4,45,26,1,2,3,173.1,26,90.5
"Khurram Nawaz","Spin","T20","Oman",2017,4,33,42,1,2,0,78.6,42,62.5
"Khurram Nawaz","Pace","T20","Oman",2019,7,76,60,5,4,5,126.7,12,58.8
"Khurram Nawaz","Spin","T20","Oman",2019,8,57,51,3,3,2,111.8,17,71.7
"Khurram Shahzad","Pace","T20","Qatar",2018,3,17,19,1,1,0,89.5,19,72.2
"Khurram Shahzad","Spin","T20","Qatar",2018,1,8,10,0,0,0,80,999,80
"Khurram Shahzad","Pace","T20","Qatar",2020,1,1,2,0,0,0,50,999,50
"Khurram Shahzad","Spin","T20","Qatar",2020,2,1,10,2,0,0,10,5,10
"Khurram Shahzad (2)","Pace","PSL","Quetta Gladiators",2021,2,14,28,2,0,0,50,14,50
"Khurram Shahzad (2)","Spin","PSL","Quetta Gladiators",2021,1,0,1,1,0,0,0,1,0
"Khushdil Shah","Pace","PSL","Multan Sultans",2020,9,191,116,5,11,12,164.7,23.2,80.6
"Khushdil Shah","Spin","PSL","Multan Sultans",2020,4,31,43,1,1,1,72.1,43,51.2
"Khushdil Shah","Pace","PSL","Multan Sultans",2021,8,127,92,4,5,8,138,23,74.7
"Khushdil Shah","Spin","PSL","Multan Sultans",2021,4,23,23,0,2,0,100,999,71.4
"Khushdil Shah","Pace","T20","Pakistan",2019,1,1,4,1,0,0,25,4,25
"Khushdil Shah","Spin","T20","Pakistan",2019,1,7,7,0,0,0,100,999,100
"Khushdil Shah","Pace","T20","Pakistan",2020,6,59,51,1,8,1,115.7,51,50
"Khushdil Shah","Spin","T20","Pakistan",2020,3,36,27,2,3,2,133.3,13.5,54.5
"Khushdil Shah","Pace","T20","Pakistan",2021,2,22,16,2,2,1,137.5,8,61.5
"Khushdil Shah","Spin","T20","Pakistan",2021,2,5,14,0,0,0,35.7,999,35.7
"Khushdil Shah","Spin","PSL","Peshawar Zalmi",2017,1,1,5,1,0,0,20,5,20
"Khushdil Shah","Pace","PSL","Peshawar Zalmi",2018,1,4,7,1,0,0,57.1,7,57.1
"Khushdil Shah","Spin","PSL","Peshawar Zalmi",2018,1,8,11,1,1,0,72.7,11,40
"KIC Asalanka","Pace","T20","Sri Lanka",2021,7,142,99,3,18,3,143.4,33,66.7
"KIC Asalanka","Spin","T20","Sri Lanka",2021,8,153,123,5,8,9,124.4,24.6,63.2
"Kim Daeyeon","Pace","T20","South Korea",2018,4,68,57,3,7,3,119.3,19,46.8
"Kim Daeyeon","Spin","T20","South Korea",2018,5,44,32,1,3,3,137.5,32,53.8
"Kim Yongtae","Pace","T20","South Korea",2018,4,31,29,2,3,1,106.9,14.5,52
"Kim Yongtae","Spin","T20","South Korea",2018,1,8,4,0,2,0,200,999,0
"KJ Abbott","Pace","NTB","Hampshire",2017,4,17,20,4,2,0,85,5,50
"KJ Abbott","Spin","NTB","Hampshire",2017,1,0,2,1,0,0,0,2,0
"KJ Abbott","Pace","NTB","Hampshire",2018,2,36,20,1,5,1,180,20,71.4
"KJ Abbott","Spin","NTB","Hampshire",2018,2,12,16,1,0,0,75,16,75
"KJ Abbott","Pace","NTB","Hampshire",2019,3,20,11,1,1,1,181.8,11,111.1
"KJ Abbott","Spin","NTB","Hampshire",2019,1,1,1,0,0,0,100,999,100
"KJ Abbott","Pace","IPL","Kings XI Punjab",2016,2,13,7,0,0,1,185.7,999,116.7
"KJ Abbott","Spin","IPL","Kings XI Punjab",2016,1,0,1,1,0,0,0,1,0
"KJ Abbott","Pace","T20","South Africa",2016,2,7,4,0,1,0,175,999,100
"KJ Abbott","Spin","T20","South Africa",2016,1,1,2,0,0,0,50,999,50
"KJ Coetzer","Pace","NTB","Northamptonshire",2018,1,0,4,1,0,0,0,4,0
"KJ Coetzer","Spin","NTB","Northamptonshire",2018,1,6,8,1,0,0,75,8,75
"KJ Coetzer","Pace","T20","Scotland",2016,6,58,46,4,6,3,126.1,11.5,43.2
"KJ Coetzer","Spin","T20","Scotland",2016,3,75,48,1,5,4,156.2,48,79.5
"KJ Coetzer","Pace","T20","Scotland",2017,4,65,47,1,7,2,138.3,47,65.8
"KJ Coetzer","Spin","T20","Scotland",2017,3,35,33,3,2,1,106.1,11,70
"KJ Coetzer","Pace","T20","Scotland",2018,6,113,72,3,16,3,156.9,24,58.5
"KJ Coetzer","Spin","T20","Scotland",2018,5,72,49,3,9,1,146.9,16.3,76.9
"KJ Coetzer","Pace","T20","Scotland",2019,13,242,182,9,31,10,133,20.2,41.1
"KJ Coetzer","Spin","T20","Scotland",2019,7,91,83,4,6,3,109.6,20.8,66.2
"KJ Coetzer","Pace","T20","Scotland",2021,12,87,94,10,13,2,92.6,9.4,29.1
"KJ Coetzer","Spin","T20","Scotland",2021,6,22,24,2,1,1,91.7,12,54.5
"KJ Cottoy","Pace","CPL","St Kitts and Nevis Patriots",2019,4,63,41,0,5,3,153.7,999,75.8
"KJ Cottoy","Spin","CPL","St Kitts and Nevis Patriots",2019,3,10,13,0,0,1,76.9,999,33.3
"KJ Cottoy","Pace","CPL","St Lucia Kings",2021,2,9,10,2,1,0,90,5,55.6
"KJ Cottoy","Spin","CPL","St Lucia Kings",2021,2,24,25,1,2,0,96,25,69.6
"KJ Ferrary","Pace","T20","Gibraltar",2016,2,11,7,1,2,0,157.1,7,60
"KJ Ferrary","Pace","T20","Gibraltar",2018,2,11,21,2,1,0,52.4,10.5,35
"KJ Ferrary","Spin","T20","Gibraltar",2018,1,6,9,0,0,0,66.7,999,66.7
"KJ O'Brien","Pace","T20","Ireland",2016,4,40,45,3,4,0,88.9,15,58.5
"KJ O'Brien","Spin","T20","Ireland",2016,3,29,23,2,2,1,126.1,11.5,75
"KJ O'Brien","Pace","T20","Ireland",2017,7,37,42,2,1,0,88.1,21,80.5
"KJ O'Brien","Spin","T20","Ireland",2017,8,91,72,6,4,5,126.4,12,71.4
"KJ O'Brien","Pace","T20","Ireland",2018,7,50,37,4,1,4,135.1,9.2,68.8
"KJ O'Brien","Spin","T20","Ireland",2018,6,23,23,3,0,1,100,7.7,77.3
"KJ O'Brien","Pace","T20","Ireland",2019,20,372,240,13,41,16,155,18.5,61.2
"KJ O'Brien","Spin","T20","Ireland",2019,21,289,180,9,22,16,160.6,20,73.9
"KJ O'Brien","Pace","T20","Ireland",2020,6,105,65,3,14,3,161.5,21.7,64.6
"KJ O'Brien","Spin","T20","Ireland",2020,4,70,43,3,6,5,162.8,14.3,50
"KJ O'Brien","Pace","T20","Ireland",2021,12,167,167,8,18,3,100,20.9,52.7
"KJ O'Brien","Spin","T20","Ireland",2021,9,134,110,6,10,3,121.8,18.3,78.4
"KJ O'Brien","Pace","NTB","Leicestershire",2016,8,102,85,4,12,1,120,21.2,66.7
"KJ O'Brien","Spin","NTB","Leicestershire",2016,5,13,19,3,0,0,68.4,6.3,68.4
"KJ Patel","Pace","T20","Seychelles",2021,3,8,29,0,1,0,27.6,999,14.3
"KJ Young","Pace","T20","Belize",2018,3,1,17,2,0,0,5.9,8.5,5.9
"KJ Young","Spin","T20","Belize",2018,3,3,11,3,0,0,27.3,3.7,27.3
"KJ Young","Pace","T20","Belize",2021,2,5,10,1,1,0,50,10,11.1
"KJ Young","Spin","T20","Belize",2021,1,10,17,0,1,0,58.8,999,37.5
"KK Ahmed","Pace","T20","India",2019,1,1,1,0,0,0,100,999,100
"KK Ahmed","Pace","IPL","Sunrisers Hyderabad",2019,1,0,1,1,0,0,0,1,0
"KK Ahmed","Pace","IPL","Sunrisers Hyderabad",2020,1,0,2,1,0,0,0,2,0
"KK Ahmed","Pace","IPL","Sunrisers Hyderabad",2021,1,1,2,1,0,0,50,2,50
"KK Cooper","Pace","PSL","Lahore Qalandars",2016,3,10,11,2,1,0,90.9,5.5,60
"KK Cooper","Pace","CPL","Trinbago Knight Riders",2016,6,20,18,4,0,1,111.1,4.5,82.4
"KK Cooper","Pace","CPL","Trinbago Knight Riders",2017,4,40,23,1,4,2,173.9,23,70.6
"KK Cooper","Spin","CPL","Trinbago Knight Riders",2017,2,3,5,1,0,0,60,5,60
"KK Cooper","Pace","CPL","Trinbago Knight Riders",2018,4,72,35,2,4,7,205.7,17.5,58.3
"KK Cooper","Spin","CPL","Trinbago Knight Riders",2018,3,18,14,0,2,1,128.6,999,36.4
"KK Jennings","Pace","NTB","Durham",2016,13,245,187,5,17,6,131,37.4,86
"KK Jennings","Spin","NTB","Durham",2016,10,101,88,3,7,1,114.8,29.3,83.8
"KK Jennings","Pace","NTB","Durham",2017,3,10,15,2,2,0,66.7,7.5,15.4
"KK Jennings","Spin","NTB","Durham",2017,3,3,10,2,0,0,30,5,30
"KK Jennings","Pace","NTB","Lancashire",2018,7,120,93,1,10,4,129,93,70.9
"KK Jennings","Spin","NTB","Lancashire",2018,7,119,111,3,7,1,107.2,37,82.5
"KK Jennings","Pace","NTB","Lancashire",2019,7,67,61,1,3,1,109.8,61,86
"KK Jennings","Spin","NTB","Lancashire",2019,6,52,51,3,4,1,102,17,65.2
"KK Jennings","Pace","NTB","Lancashire",2020,6,146,97,2,14,3,150.5,48.5,90
"KK Jennings","Spin","NTB","Lancashire",2020,5,72,68,2,6,0,105.9,34,77.4
"KK Jennings","Pace","NTB","Lancashire",2021,8,151,111,3,13,5,136,37,74.2
"KK Jennings","Spin","NTB","Lancashire",2021,8,147,124,4,10,3,118.5,31,80.2
"KK Lin Thu","Pace","T20","Myanmar",2018,2,4,8,2,1,0,50,4,0
"KK Lin Thu","Spin","T20","Myanmar",2018,1,0,1,1,0,0,0,1,0
"KK Nair","Pace","IPL","Delhi Daredevils",2016,11,248,199,5,31,6,124.6,39.8,54.3
"KK Nair","Spin","IPL","Delhi Daredevils",2016,10,108,97,5,9,0,111.3,19.4,81.8
"KK Nair","Pace","IPL","Delhi Daredevils",2017,13,211,164,8,31,5,128.7,20.5,44.5
"KK Nair","Spin","IPL","Delhi Daredevils",2017,9,58,53,4,7,0,109.4,13.2,65.2
"KK Nair","Pace","IPL","Kings XI Punjab",2018,12,186,122,11,17,10,152.5,11.1,61.1
"KK Nair","Spin","IPL","Kings XI Punjab",2018,10,100,90,1,4,3,111.1,90,79.5
"KK Nair","Pace","IPL","Kings XI Punjab",2019,1,1,3,1,0,0,33.3,3,33.3
"KK Nair","Spin","IPL","Kings XI Punjab",2019,1,4,3,0,0,0,133.3,999,133.3
"KK Nair","Pace","IPL","Kings XI Punjab",2020,3,16,11,0,2,0,145.5,999,88.9
"KK Nair","Spin","IPL","Kings XI Punjab",2020,2,0,3,2,0,0,0,1.5,0
"KL Nagarkoti","Pace","IPL","Kolkata Knight Riders",2020,5,15,16,2,1,0,93.8,8,73.3
"KL Nagarkoti","Spin","IPL","Kolkata Knight Riders",2020,2,7,15,1,0,0,46.7,15,46.7
"KL Nagarkoti","Pace","IPL","Kolkata Knight Riders",2021,1,0,2,1,0,0,0,2,0
"KL Rahul","Pace","T20","India",2016,4,131,88,2,13,5,148.9,44,70
"KL Rahul","Spin","T20","India",2016,2,48,24,0,4,3,200,999,82.4
"KL Rahul","Pace","T20","India",2017,7,194,144,6,20,7,134.7,24,61.5
"KL Rahul","Spin","T20","India",2017,6,85,54,1,4,5,157.4,54,86.7
"KL Rahul","Pace","T20","India",2018,11,189,130,6,16,9,145.4,21.7,67.6
"KL Rahul","Spin","T20","India",2018,8,135,87,3,10,7,155.2,29,75.7
"KL Rahul","Pace","T20","India",2019,9,263,182,4,26,11,144.5,45.5,64.1
"KL Rahul","Spin","T20","India",2019,9,93,68,4,9,3,136.8,17,69.6
"KL Rahul","Pace","T20","India",2020,9,253,169,5,21,11,149.7,33.8,75.2
"KL Rahul","Spin","T20","India",2020,10,166,123,5,15,3,135,24.6,83.8
"KL Rahul","Pace","T20","India",2021,9,154,115,7,17,5,133.9,16.4,60.2
"KL Rahul","Spin","T20","India",2021,7,55,43,1,4,2,127.9,43,73
"KL Rahul","Pace","IPL","Kings XI Punjab",2018,14,405,264,5,38,21,153.4,52.8,62
"KL Rahul","Spin","IPL","Kings XI Punjab",2018,11,240,144,7,25,11,166.7,20.6,68.5
"KL Rahul","Pace","IPL","Kings XI Punjab",2019,14,364,285,7,36,14,127.7,40.7,57.9
"KL Rahul","Spin","IPL","Kings XI Punjab",2019,10,208,142,4,11,10,146.5,35.5,86
"KL Rahul","Pace","IPL","Kings XI Punjab",2020,14,540,380,9,51,22,142.1,42.2,66.4
"KL Rahul","Spin","IPL","Kings XI Punjab",2020,13,136,143,5,7,1,95.1,28.6,75.6
"KL Rahul","Pace","IPL","Punjab Kings",2021,13,465,312,9,38,27,149,34.7,61.1
"KL Rahul","Spin","IPL","Punjab Kings",2021,11,161,140,1,10,3,115,140,81.1
"KL Rahul","Pace","IPL","Royal Challengers Bangalore",2016,12,293,190,6,28,13,154.2,31.7,69.1
"KL Rahul","Spin","IPL","Royal Challengers Bangalore",2016,7,104,81,3,9,3,128.4,27,72.5
"KM Jadhav","Pace","IPL","Chennai Super Kings",2018,1,13,15,0,1,1,86.7,999,23.1
"KM Jadhav","Spin","IPL","Chennai Super Kings",2018,1,11,7,0,0,1,157.1,999,83.3
"KM Jadhav","Pace","IPL","Chennai Super Kings",2019,10,96,100,6,11,2,96,16.7,46
"KM Jadhav","Spin","IPL","Chennai Super Kings",2019,7,66,69,3,8,1,95.7,23,46.7
"KM Jadhav","Pace","IPL","Chennai Super Kings",2020,5,30,31,2,3,0,96.8,15.5,64.3
"KM Jadhav","Spin","IPL","Chennai Super Kings",2020,4,32,34,1,4,0,94.1,34,53.3
"KM Jadhav","Pace","T20","India",2016,2,35,28,2,3,1,125,14,70.8
"KM Jadhav","Spin","T20","India",2016,2,42,27,0,5,1,155.6,999,76.2
"KM Jadhav","Pace","T20","India",2017,2,27,26,1,3,1,103.8,26,40.9
"KM Jadhav","Spin","T20","India",2017,1,4,5,1,0,0,80,5,80
"KM Jadhav","Pace","IPL","Royal Challengers Bangalore",2016,3,42,32,0,2,2,131.2,999,78.6
"KM Jadhav","Pace","IPL","Royal Challengers Bangalore",2017,13,170,126,11,18,5,134.9,11.5,66
"KM Jadhav","Spin","IPL","Royal Challengers Bangalore",2017,9,97,61,1,7,5,159,61,79.6
"KM Jadhav","Pace","IPL","Sunrisers Hyderabad",2021,5,24,27,2,1,1,88.9,13.5,56
"KM Jadhav","Spin","IPL","Sunrisers Hyderabad",2021,4,31,25,2,1,1,124,12.5,91.3
"KM Jarvis","Pace","NTB","Lancashire",2016,1,9,8,0,1,0,112.5,999,71.4
"KM Jarvis","Pace","T20","Zimbabwe",2018,2,1,7,1,0,0,14.3,7,14.3
"KM Jarvis","Spin","T20","Zimbabwe",2018,1,0,4,1,0,0,0,4,0
"KM Jarvis","Pace","T20","Zimbabwe",2019,4,43,33,1,1,4,130.3,33,53.6
"KM Jarvis","Spin","T20","Zimbabwe",2019,2,2,3,1,0,0,66.7,3,66.7
"KM Umair","Pace","T20","South Korea",2018,1,1,5,1,0,0,20,5,20
"KM Umair","Spin","T20","South Korea",2018,1,2,3,0,0,0,66.7,999,66.7
"KMA Paul","Pace","IPL","Delhi Capitals",2019,6,16,20,4,1,1,80,5,33.3
"KMA Paul","Spin","IPL","Delhi Capitals",2019,2,2,5,1,0,0,40,5,40
"KMA Paul","Pace","CPL","Guyana Amazon Warriors",2017,5,23,21,4,0,1,109.5,5.2,85
"KMA Paul","Spin","CPL","Guyana Amazon Warriors",2017,1,3,2,0,0,0,150,999,150
"KMA Paul","Pace","CPL","Guyana Amazon Warriors",2018,2,4,8,1,0,0,50,8,50
"KMA Paul","Pace","CPL","Guyana Amazon Warriors",2019,5,71,45,3,5,4,157.8,15,75
"KMA Paul","Spin","CPL","Guyana Amazon Warriors",2019,3,27,24,0,0,2,112.5,999,68.2
"KMA Paul","Pace","CPL","Guyana Amazon Warriors",2020,6,48,52,4,2,1,92.3,13,69.4
"KMA Paul","Spin","CPL","Guyana Amazon Warriors",2020,5,29,38,1,0,2,76.3,38,47.2
"KMA Paul","Pace","BBL","Hobart Hurricanes",2021,1,8,8,0,1,0,100,999,57.1
"KMA Paul","Spin","BBL","Hobart Hurricanes",2021,1,0,1,1,0,0,0,1,0
"KMA Paul","Pace","CPL","St Lucia Kings",2021,6,76,46,4,1,8,165.2,11.5,64.9
"KMA Paul","Spin","CPL","St Lucia Kings",2021,2,8,6,1,0,1,133.3,6,40
"KMA Paul","Pace","T20","West Indies",2018,8,72,55,4,6,2,130.9,13.8,76.6
"KMA Paul","Spin","T20","West Indies",2018,6,52,41,1,2,5,126.8,41,41.2
"KMA Paul","Pace","T20","West Indies",2019,3,10,17,2,0,0,58.8,8.5,58.8
"KMA Paul","Spin","T20","West Indies",2019,2,8,10,0,0,1,80,999,22.2
"KMA Paul","Pace","T20","West Indies",2020,2,19,14,1,0,2,135.7,14,58.3
"KMA Paul","Spin","T20","West Indies",2020,1,7,6,0,0,1,116.7,999,20
"KMC Bandara","Pace","T20","Sri Lanka",2016,1,2,4,0,0,0,50,999,50
"KMDN Kulasekara","Pace","T20","Sri Lanka",2016,5,28,26,5,3,0,107.7,5.2,69.6
"KMDN Kulasekara","Spin","T20","Sri Lanka",2016,3,13,9,0,0,1,144.4,999,87.5
"KMDN Kulasekara","Pace","T20","Sri Lanka",2017,4,22,21,1,3,0,104.8,21,55.6
"KMDN Kulasekara","Pace","NTB","Sussex",2016,1,0,2,1,0,0,0,2,0
"KN Mussa","Pace","T20","Tanzania",2018,3,24,29,2,2,0,82.8,14.5,59.3
"KN Mussa","Spin","T20","Tanzania",2018,2,16,16,1,2,1,100,16,15.4
"KNA Bandara","Pace","T20","Sri Lanka",2021,4,76,67,3,4,3,113.4,22.3,70
"KNA Bandara","Spin","T20","Sri Lanka",2021,2,7,11,0,0,0,63.6,999,63.6
"KOA Powell","Pace","CPL","St Kitts and Nevis Patriots",2016,1,16,6,0,2,1,266.7,999,66.7
"KOA Powell","Spin","CPL","St Kitts and Nevis Patriots",2016,1,7,11,1,1,0,63.6,11,30
"KOA Powell","Pace","CPL","St Kitts and Nevis Patriots",2020,2,11,13,1,1,0,84.6,13,58.3
"KOA Powell","Spin","CPL","St Kitts and Nevis Patriots",2020,3,19,25,2,0,0,76,12.5,76
"KOK Williams","Pace","CPL","Jamaica Tallawahs",2016,1,3,5,0,0,0,60,999,60
"KOK Williams","Pace","CPL","Jamaica Tallawahs",2017,1,1,4,0,0,0,25,999,25
"KOK Williams","Pace","CPL","St Lucia Kings",2021,2,3,8,0,0,0,37.5,999,37.5
"KOK Williams","Spin","CPL","St Lucia Kings",2021,2,1,9,0,0,0,11.1,999,11.1
"KOK Williams","Pace","CPL","St Lucia Stars",2018,3,5,6,1,0,0,83.3,6,83.3
"KOK Williams","Pace","CPL","St Lucia Zouks",2019,4,7,20,4,0,0,35,5,35
"KOK Williams","Spin","CPL","St Lucia Zouks",2019,2,1,5,0,0,0,20,999,20
"KOK Williams","Pace","CPL","St Lucia Zouks",2020,2,4,3,1,0,0,133.3,3,133.3
"KOK Williams","Spin","CPL","St Lucia Zouks",2020,1,1,1,0,0,0,100,999,100
"KOK Williams","Pace","T20","West Indies",2017,2,3,3,0,0,0,100,999,100
"KOK Williams","Spin","T20","West Indies",2017,1,2,4,1,0,0,50,4,50
"KOK Williams","Pace","T20","West Indies",2018,1,1,2,1,0,0,50,2,50
"KOK Williams","Spin","T20","West Indies",2018,1,0,1,1,0,0,0,1,0
"KOK Williams","Pace","T20","West Indies",2019,1,11,4,0,1,1,275,999,50
"KOK Williams","Spin","T20","West Indies",2019,1,2,3,0,0,0,66.7,999,66.7
"KP Pietersen","Pace","BBL","Melbourne Stars",2016,5,148,88,2,13,7,168.2,44,79.4
"KP Pietersen","Spin","BBL","Melbourne Stars",2016,6,69,49,3,3,3,140.8,16.3,90.7
"KP Pietersen","Pace","BBL","Melbourne Stars",2017,8,162,127,5,17,3,127.6,25.4,71
"KP Pietersen","Spin","BBL","Melbourne Stars",2017,6,107,83,2,7,3,128.9,41.5,83.6
"KP Pietersen","Pace","BBL","Melbourne Stars",2018,8,152,103,4,19,4,147.6,25.8,65
"KP Pietersen","Spin","BBL","Melbourne Stars",2018,6,74,54,4,5,4,137,13.5,66.7
"KP Pietersen","Pace","PSL","Quetta Gladiators",2016,9,139,102,6,11,5,136.3,17,75.6
"KP Pietersen","Spin","PSL","Quetta Gladiators",2016,8,76,63,2,4,4,120.6,31.5,65.5
"KP Pietersen","Pace","PSL","Quetta Gladiators",2017,8,113,73,5,5,8,154.8,14.6,75
"KP Pietersen","Spin","PSL","Quetta Gladiators",2017,5,128,87,2,10,6,147.1,43.5,73.2
"KP Pietersen","Pace","PSL","Quetta Gladiators",2018,8,91,73,5,9,3,124.7,14.6,60.7
"KP Pietersen","Spin","PSL","Quetta Gladiators",2018,7,64,42,3,4,4,152.4,14,70.6
"KP Pietersen","Pace","IPL","Rising Pune Supergiants",2016,3,21,21,3,1,1,100,7,57.9
"KP Pietersen","Spin","IPL","Rising Pune Supergiants",2016,3,52,40,0,3,2,130,999,80
"KP Pietersen","Pace","NTB","Surrey",2017,2,18,23,2,0,1,78.3,11.5,54.5
"KP Pietersen","Spin","NTB","Surrey",2017,2,38,20,0,1,4,190,999,66.7
"KR Brown","Pace","NTB","Lancashire",2016,12,240,186,7,26,6,129,26.6,64.9
"KR Brown","Spin","NTB","Lancashire",2016,7,49,46,4,1,2,106.5,11.5,76.7
"KR Brown","Pace","NTB","Lancashire",2017,9,138,114,9,14,2,121.1,12.7,71.4
"KR Brown","Spin","NTB","Lancashire",2017,5,42,37,0,2,1,113.5,999,82.4
"KR Brown","Pace","NTB","Lancashire",2018,7,131,82,5,15,5,159.8,16.4,66.1
"KR Brown","Spin","NTB","Lancashire",2018,5,73,55,2,4,3,132.7,27.5,81.2
"KR Ebanks","Pace","T20","Cayman Islands",2019,3,4,7,2,0,0,57.1,3.5,57.1
"KR Ebanks","Spin","T20","Cayman Islands",2019,3,11,19,2,1,0,57.9,9.5,38.9
"KR Mayers","Pace","CPL","Barbados Royals",2021,7,80,60,2,6,5,133.3,30,53.1
"KR Mayers","Spin","CPL","Barbados Royals",2021,7,80,69,5,8,4,115.9,13.8,42.1
"KR Mayers","Pace","CPL","Barbados Tridents",2020,7,138,81,4,7,11,170.4,20.2,69.8
"KR Mayers","Spin","CPL","Barbados Tridents",2020,9,83,116,5,3,3,71.6,23.2,48.2
"KR Mayers","Pace","NTB","Birmingham Bears",2021,2,11,9,1,0,1,122.2,9,62.5
"KR Mayers","Spin","NTB","Birmingham Bears",2021,2,17,14,1,2,0,121.4,14,75
"KR Mayers","Pace","CPL","St Lucia Stars",2017,8,56,47,5,1,4,119.1,9.4,66.7
"KR Mayers","Spin","CPL","St Lucia Stars",2017,4,21,32,1,1,0,65.6,32,54.8
"KR Mayers","Pace","CPL","St Lucia Zouks",2016,3,26,16,2,3,1,162.5,8,66.7
"KR Mayers","Pace","T20","West Indies",2020,2,13,12,1,1,1,108.3,12,30
"KR Mayers","Spin","T20","West Indies",2020,1,12,6,0,0,1,200,999,120
"KR Patterson","Pace","BBL","Perth Scorchers",2020,2,16,13,1,2,0,123.1,13,72.7
"KR Patterson","Spin","BBL","Perth Scorchers",2020,2,23,22,1,2,0,104.5,22,75
"KR Patterson","Pace","BBL","Sydney Thunder",2016,1,14,16,1,1,0,87.5,16,66.7
"KR Patterson","Spin","BBL","Sydney Thunder",2016,1,4,8,0,0,0,50,999,50
"KR Patterson","Pace","BBL","Sydney Thunder",2017,7,95,78,3,10,1,121.8,26,73.1
"KR Patterson","Spin","BBL","Sydney Thunder",2017,8,78,64,4,10,1,121.9,16,60.4
"KR Patterson","Pace","BBL","Sydney Thunder",2018,8,107,111,7,11,0,96.4,15.9,63
"KR Patterson","Spin","BBL","Sydney Thunder",2018,8,78,64,1,7,1,121.9,64,78.6
"KR Smith","Pace","BBL","Adelaide Strikers",2017,1,0,3,1,0,0,0,3,0
"KR Smith","Pace","BBL","Melbourne Renegades",2019,1,1,2,1,0,0,50,2,50
"KR Smith","Spin","BBL","Melbourne Renegades",2019,1,2,3,0,0,0,66.7,999,66.7
"KRP Silva","Pace","T20","United States of America",2018,2,9,6,0,0,1,150,999,60
"KRP Silva","Spin","T20","United States of America",2018,2,12,9,1,0,1,133.3,9,75
"KRP Silva","Pace","T20","United States of America",2019,1,19,5,1,0,3,380,5,50
"KRP Silva","Spin","T20","United States of America",2019,2,13,7,1,2,0,185.7,7,100
"KS Bagabena","Pace","T20","Ghana",2019,2,26,22,0,1,0,118.2,999,104.8
"KS Bagabena","Spin","T20","Ghana",2019,3,6,9,1,0,0,66.7,9,66.7
"KS Bagabena","Pace","T20","Ghana",2021,2,12,13,2,1,0,92.3,6.5,66.7
"KS Bharat","Pace","IPL","Royal Challengers Bangalore",2021,6,99,94,3,3,3,105.3,31.3,78.4
"KS Bharat","Spin","IPL","Royal Challengers Bangalore",2021,5,81,58,2,6,4,139.7,29,68.8
"KS Carlson","Pace","NTB","Glamorgan",2017,1,3,6,1,0,0,50,6,50
"KS Carlson","Spin","NTB","Glamorgan",2017,1,0,1,1,0,0,0,1,0
"KS Carlson","Pace","NTB","Glamorgan",2018,10,157,109,7,16,6,144,15.6,65.5
"KS Carlson","Spin","NTB","Glamorgan",2018,10,99,80,2,8,1,123.8,40,85.9
"KS Carlson","Pace","NTB","Glamorgan",2019,1,2,3,1,0,0,66.7,3,66.7
"KS Carlson","Spin","NTB","Glamorgan",2019,1,16,11,0,1,1,145.5,999,66.7
"KS Carlson","Pace","NTB","Glamorgan",2020,4,5,14,2,0,0,35.7,7,35.7
"KS Carlson","Spin","NTB","Glamorgan",2020,4,18,20,3,2,0,90,6.7,55.6
"KS Carlson","Pace","NTB","Glamorgan",2021,8,99,73,7,10,2,135.6,10.4,77
"KS Carlson","Spin","NTB","Glamorgan",2021,11,42,38,4,2,2,110.5,9.5,64.7
"KS Leverock","Pace","T20","Bermuda",2019,9,108,70,6,8,9,154.3,11.7,41.5
"KS Leverock","Spin","T20","Bermuda",2019,7,59,60,3,4,2,98.3,20,57.4
"KS Leverock","Pace","T20","Bermuda",2021,1,3,2,0,0,0,150,999,150
"KS Melius","Pace","CPL","St Lucia Zouks",2020,1,1,3,1,0,0,33.3,3,33.3
"KS Melius","Spin","CPL","St Lucia Zouks",2020,2,19,18,1,1,1,105.6,18,56.2
"KS Velani","Pace","NTB","Essex",2016,6,62,53,5,9,2,117,10.6,33.3
"KS Velani","Spin","NTB","Essex",2016,1,0,4,1,0,0,0,4,0
"KS Williamson","Pace","CPL","Barbados Tridents",2017,9,84,87,5,10,1,96.6,17.4,50
"KS Williamson","Spin","CPL","Barbados Tridents",2017,8,88,106,5,3,2,83,21.2,63.4
"KS Williamson","Pace","T20","New Zealand",2016,10,222,176,5,29,2,126.1,35.2,64.8
"KS Williamson","Spin","T20","New Zealand",2016,10,161,143,3,13,3,112.6,47.7,71.7
"KS Williamson","Pace","T20","New Zealand",2017,7,129,107,4,12,3,120.6,26.8,68.5
"KS Williamson","Spin","T20","New Zealand",2017,6,77,74,2,6,1,104.1,37,70.1
"KS Williamson","Pace","T20","New Zealand",2018,10,146,116,7,14,5,125.9,16.6,61.9
"KS Williamson","Spin","T20","New Zealand",2018,8,104,100,4,5,2,104,25,77.4
"KS Williamson","Pace","T20","New Zealand",2019,3,45,18,1,5,3,250,18,70
"KS Williamson","Spin","T20","New Zealand",2019,3,36,42,2,1,0,85.7,21,78
